id_prose,sin_patente,sin_fecha_siniestro,ase_abreviatura,obs_ult_estado,sin_siniestro,sin_fecha_denuncia,lug_desc,pro_descripcion_provincia,reg_descripcion_comuna,sin_hora_siniestro,esp_desc,sin_check_registro_civil,sin_concurrencia,sin_ind_caso_raro,tve_desc,mar_desc,sin_ano_vechiculo,cve_desc,sin_valor_comercial_veh,sin_dispositivos_vehiculo,reg_descripcion_region_asegurado,reg_descripcion_comuna_asegurado,reg_descripcion_region_conductor,sin_comisaria,sin_fecha_parte,sin_relato,sin_activo,EncontradoOtraVia
76504.0,DBHW36  ,17-12-2015 0:00,BCI,,6115194.0,17-12-2015 0:00,Domicilio,Otra,Otra,12:20:00 AM,SEBV BUSCA,S,N,N,STATION WAGON,KIA MOTORS,2011.0,Plateado,12558254.0,N,Otra,Otra,Otra,37A. COMISARYA VITACURA,17-12-2015 0:00,SINIESTRO DENUNCIADO VIA WEB POR UN USUARIO EXTERNO                             HECHOS ANTES: DEJE EL VEHYCULO DEBIDAMENTE ESTACIONADO EN LA CALLE GARCYA DE    TORRES CASI ESQUINA CON AV. VITACURA. NO PUEDO DESCRIBIR QUE SUCEDIO            INMEDIATAMENTE ANTES DEL ROBO PUESTO QUE NO ESTABA EN EL LUGAR Y NO SE A QUE    HORA SUCEDIO ESPECYFICAMENTE EL HURTO DEL MISMO                                 HECHOS: EL DYA DE AYER  16/12/2015  A LAS 20:50  ME ESTACIONE EN LA CALLE       GARCYA DE TORRES CAS,S,SI
70278.0,BZXT41  ,19-06-2015 0:00,LIBERTY,,1375778.0,22-06-2015 0:00,Otra,Otra,Otra,4:00:00 AM,SEBV BUSCA,S,N,N,CAMIONETA,MITSUBISHI,2009.0,Gris,7489398.0,N,Región Metropolitana de Santiago,La Pintana,Otra,47a Comisaría Los Domínicos Prefectura Santiago Or,19-06-2015 0:00,ESTACIONADO EN LOS PUMAS 11980 LAS CONDES COLEGIO CORDILLERA SALIÓ A LAS 1600 HRS Y NO UBICABA LA CAMIONETA Y SE DIRIGIÓ DE NUEVO AL COLEGIO POR LAS CÁMARAS DE SEGURIDAD QUE NO REGISTRARON NADA EFECTÚO CONSTANCIA EN CARABINEROS 47,S,NO
56063.0,XE5850  ,05-12-2013 0:00,AIG CHILE,,594473.0,12-12-2013 0:00,Domicilio,Santiago,La Florida,7:00:00 AM,SEBV BUSCA,S,N,N,CAMIONETA,CHEVROLET,2004.0,Plateado,3500000.0,S,Región Metropolitana de Santiago,Santiago,Región Metropolitana de Santiago,36° Com. La Florida,05-12-2013 0:00,Vehículo fue robado durante la noche,S,NO
69122.0,DZHR32  ,07-05-2015 0:00,LIBERTY,,1366831.0,07-05-2015 0:00,Otra,Otra,Otra,10:00:00 AM,SEBV BUSCA,S,N,N,FURGON,CHEVROLET,2012.0,Blanco,7436805.0,N,Región Metropolitana de Santiago,Santiago,Otra,1a Comisaría Santiago Prefectura Santiago Central,07-05-2015 0:00,SE DEJO EL VH ESTACIONADO FUERA DE MI LOCAL Y AL VOLVER YA NO ESTABA,S,NO
74595.0,CPVX68  ,07-10-2015 0:00,LIBERTY,,1397150.0,07-10-2015 0:00,Otra,Otra,Otra,12:00:00 PM,SEBV BUSCA,S,N,N,AUTOMOVIL,B.M.W.,2011.0,Gris,13085571.0,N,Región Metropolitana de Santiago,Santiago,Otra,46a Comisaría Macul Prefectura Cordillera,07-10-2015 0:00,MI PADRE LLEGO A LA CASA CON UNAS PERSONAS PARA VER EL VEHÍCULO YA QUE ESTABA A LA VENTA EN ESE MOMENTO SALIÓ  A DAR UNA VUELTA Y LLEGARON AL DOMICILIO DE MI PADRE  SE BAJO LA PERSONA QUE IBA ATRÁS DE MI PADRE Y  MI PADRE EL PILOTO NO SE BAJÓ LUEGO DE ESO LA PERSONA QUE IBA DETRÁS DE MI PADRE LO EMPUJO CUANDO ESTABAN FUERA DEL AUTO   Y RAPIDAMENTE SE SUBIO AL VEHÍCULO Y LO SUSTRAJERON PD EL VEHÍCULO SE ENCIENDE CON UN BOTON MI PADRE IBA DE COPILOTON° 1027102015 DE ENCARGO INICIAL,S,NO
44705.0,XK2527  ,07-08-2012 0:00,LIBERTY,,1172300.0,08-08-2012 0:00,Otra,Otra,Otra,10:00:00 AM,SEBV BUSCA,S,N,N,AUTOMOVIL,SUZUKI,2004.0,Amarillo,2915475.0,N,Región Metropolitana de Santiago,Providencia,Otra,19a. Comisaría Providencia Prefectura Santiago Ori,07-08-2012 0:00,ROBO DEL VH ESTACIONADO,S,NO
64400.0,CFKW52  ,28-10-2014 0:00,LIBERTY,,1326968.0,28-10-2014 0:00,Otra,Otra,Otra,12:01:00 PM,SEBV BUSCA,S,N,N,AUTOMOVIL,MAZDA,2010.0,Plateado,8603634.0,N,Región Metropolitana de Santiago,San Miguel,Otra,12a. Comisaría San Miguel Prefectura Santiago Sur,28-10-2014 0:00,ESTABA ESTACIONADO  JUSTO EN LA PLAZA CUANDO ME ABORDARON 4 TIPOS A PUNTA DE PISTOLA Y ME HICIERON  DECENDER JUNTO CON MI PAREJA DAÑOS INFORMADOS PARA EL VEHÍCULO ASEGURADOOTROS DAÑOSVH ROBADOPATENTE INGRESADA ASEGURADO: CFKW52,S,NO
52462.0,DJGZ16  ,13-07-2013 0:00,LIBERTY,,1231190.0,15-07-2013 0:00,Otra,Otra,Otra,12:05:00 PM,SEBV BUSCA,S,N,N,AUTOMOVIL,HYUNDAI,2012.0,Negro,10512343.0,N,Región Metropolitana de Santiago,Las Condes,Otra,53a Comisaría Lo Barnechea  Prefectura Santiago Or,13-07-2013 0:00,SE TOMA DECLARACION EL DIA DE HOY YA QUE ASEGURADOS LLAMAN EL DIA DE LA OCURRENCIA A LA ASISTENCIA NO ESTA FORMULARIO DE DENUNCIO POR LO CUAL SE TOMA DECLARACION VIA TELEFONICADEJE EL VH ESTACIONADO AL REGRESAR ME PERCATO QUE EL VH NO ESTABADAOS INFORMADOS PARA EL VEHÍCULO ASEGURADOOTROS DAOSDAOS A CONFIRMAR ROBO RECUPERADOPATENTE INGRESADA ASEGURADO DJGZ16,S,SI
68280.0,FZTV93  ,04-04-2015 0:00,LIBERTY,,1359924.0,07-04-2015 0:00,Otra,Otra,Otra,6:10:00 AM,SEBV BUSCA,S,N,N,AUTOMOVIL,HYUNDAI,2013.0,Blanco,7368469.0,N,Región Metropolitana de Santiago,Lo Prado,Otra,44a Comisaría Lo Prado Prefectura Santiago Occiden,04-04-2015 0:00,AL  LLEGAR   AL DOMICILIO  EN CATEDRAL 5772 ASEGURADO ES BAJADO  DEL VEHICULÓ POR DELINCUENTES LOS CUALES LO AMENAZARON CON ARMAS ROBÁNDOLE EL VEHICULÓ,S,NO
46439.0,CKZY39  ,20-10-2012 0:00,LIBERTY,,1184625.0,20-10-2012 0:00,Otra,Otra,Otra,3:00:00 AM,SEBV BUSCA,S,N,N,AUTOMOVIL,TOYOTA,2010.0,Azul,6309805.0,N,Región Metropolitana de Santiago,Lo Barnechea,Otra,37a. Comisaría Vitacura Prefectura Santiago Orient,20-10-2012 0:00,DEJE MI VH ESTACIONADO EN EL MACDONAL DE VITACURA CUANDO REGRESE MI VH YA NO ESTABA,S,NO
51447.0,FJBX49  ,25-05-2013 0:00,BCI,,5722549.0,26-05-2013 0:00,Domicilio,Otra,Otra,10:30:00 PM,SEBV BUSCA,S,N,N,AUTOMOVIL,GEELY,2013.0,Plateado,9158824.0,N,Otra,Otra,Otra,20A. COMISARYA PUENTE ALTO,25-05-2013 0:00,SINIESTRO DENUNCIADO VIA WEB                                                    HECHOS ANTES: ESACIONADO YO EN EL VOLANTE                                       HECHOS: YO LLEGUE ALREDEDOR DE LAS 22:30 ME SUBI A LA VEREDA POR QUE ESTABA FUE RA DE LA CASA DE MIS PAPAS YO IBA CON MI SOBRINO YO ME QUEDE AL VOLANTE CON EL  MOTOR ANDANDO ESTAMOS ESPERANDO  SE BAJARON 3 TIPOS DE UN TAXI NO VI LA PATENTE  SOLO VI QUE SE BAJARON  SE DIRIJIERON A MI POR EL LADO DEL CHOFER Y COPILOTO M E AMENAZARON CON UNA,S,SI
47391.0,LW4656  ,08-12-2012 0:00,BCI,,5658316.0,10-12-2012 0:00,Calle,Otra,Otra,3:35:00 PM,SEBV BUSCA,S,N,N,FURGON,HYUNDAI,2007.0,Blanco,9167376.0,N,Otra,Otra,Otra,2DA. COMISARYA SANTIAGO CENTRA,08-12-2012 0:00,SINIESTRO DENUNCIADO VIA WEB                                                    HECHOS ANTES: VEHICULO ESTACIONADO EN CALLE ECHAURREN 301                       HECHOS: DEJE VEHICULO ESTACIONADO Y AL VOLVER A LAS 16:20 HRS NOS PERCATAMOS DE L ROBO DE ESTE  SEGUN CAMARA DE EDIFICIO UBICADO EN CALLE ECHAURREN 340 EL ROBO  SE PRODUCE A LAS 15:35 HRS  EL REGISTRO DE LA CAMARA DURA 5 DIAS.              CUANDO SE PERCATO: A LAS 16:20 HRS                                              UTLIMO TRAYECTO: VEN,S,NO
50507.0,DKVR91  ,15-04-2013 0:00,BCI,,5706723.0,16-04-2013 0:00,Domicilio,Otra,Otra,9:30:00 PM,SEBV BUSCA,S,N,N,AUTOMOVIL,HYUNDAI,2012.0,Blanco,44800037.0,N,Otra,Otra,Otra,19 COM PROVIDENCIA,15-04-2013 0:00,DEJE MI VEHICULO ESTACIONADO EN LA CALLE RICARDO LYON  CON TRABA VOLANTE        EN VEREDA PONIENTE APROXIMADAMENTE A LAS 19:30. ALREDEDOR DE LAS 21:30 HRS      REGRESO AL LUGAR Y MI VEHICULO NO ESTABA                                        DANOS: VEHICULO ROBADO                                                          DEDUCIBLE: 3 UF,S,NO
47517.0,BSCB55  ,10-12-2012 0:00,LIBERTY,,1193102.0,10-12-2012 0:00,Otra,Otra,Otra,7:00:00 AM,SEBV BUSCA,S,N,N,CAMIONETA,HYUNDAI,2008.0,Blanco,6875532.0,N,Región Metropolitana de Santiago,Las Condes,Otra,20a. Comisaría Puente Alto Prefectura Cordillera,10-12-2012 0:00,DEJE EL VEH  ESTACIONADO AFUERA DE MI CASA Y AL LLEVANTARME PARA IR A TRABAJAR ME PECATO QUE EL VEH  NO ESTABA,S,NO
64214.0,UH6710  ,26-09-2014 0:00,AIG CHILE,,606894.0,30-09-2014 0:00,Calle,Santiago,Las Condes,9:30:00 PM,SEBV BUSCA,S,N,N,AUTOMOVIL,NISSAN,2001.0,Beige,2450000.0,S,Región Metropolitana de Santiago,Las Condes,Región Metropolitana de Santiago,17° Com. Las Condes,26-09-2014 0:00,Vehículo estacionado fue robado,S,NO
77693.0,HSXY88  ,11-01-2016 0:00,LIBERTY,,1419894.0,08-02-2016 0:00,Otra,Otra,Otra,12:01:00 PM,SEBV BUSCA,S,N,N,CAMIONETA,Otra,2016.0,Blanco,5819085.0,N,Región Metropolitana de Santiago,Lo Espejo,Otra,11aComisaría José María Caro Prefectura Santiago S,12-01-2016 0:00,EN LA NOCHE DEL LUNES 110116 ENTRARON A ROBAR A LA EMPRESA EN DONDE SUSTRAJERON LA CAMIONETACUENTA CON TODAS LAS LLAVES DEL VEHÍCULO  NO SI EL VEHÍCULO FUE ROBADO DESDE UN ESTACIONAMIENTO PAGADOCUENTA CON ALGÚN COMPROBANTE  NO EL VEHÍCULO CUENTA CON ALGÚN MECANISMO DE SEGURIDAD  NO,S,NO
51237.0,CTFY65  ,10-04-2013 0:00,BCI,,5718913.0,15-05-2013 0:00,Centro Comercial,Otra,Otra,6:30:00 AM,SEBV BUSCA,S,N,N,CAMIONETA,NISSAN,2011.0,Rojo,1835619.0,N,Otra,Otra,Otra,41A. COM. DE TOCOPILLA,10-04-2013 0:00,DESCRIPCION:                                                                    EL 9 DE ABRIL  COMO A LAS 22:30 SE DEJO LA CAMIONETA  CON SEGUROS Y             ALARMA CONECTADA  EN LOS ESTACIONAMIENTOS QUE POSEE EL EDIFICIO                 DE WASHINGTON 1570 DE TOCOPILLA. EN LA MANANA DEL 10 DE ABRIL                   COMO A LAS 6:30 SE DESCUBRIO QUE LA CAMIONETA NO ESTABA.                        ROBO VEHYCULO                                                                   DENUNCIADO 08.05.201,S,NO
62613.0,SW7108  ,05-09-2014 0:00,LIBERTY,,1317072.0,08-09-2014 0:00,Otra,Otra,Otra,8:00:00 AM,SEBV BUSCA,S,N,N,AUTOMOVIL,SUBARU,2007.0,Gris,16439726.0,N,Región Metropolitana de Santiago,Las Condes,Otra,17a Comisaría Las Condes Prefectura Santiago Orien,05-09-2014 0:00,AYER 5 DE SEPTIEMBRE DEJE LE VEHICULO ESTACIONDO DE CERRO PARVA DEL CUAL ME FUI A TRABAJAR CUANDO REGRESE A BUSCALO DENTRO DE LAS 2020 MI YA NO ESTABA,S,NO
80216.0,HLGX39  ,20-05-2016 0:00,LIBERTY,,1439660.0,20-05-2016 0:00,Otra,Otra,Otra,2:00:00 AM,SEBV BUSCA,S,N,N,CAMIONES,HINO,2016.0,Blanco,7789629.0,N,Región Metropolitana de Santiago,Pudahuel,Otra,51a Comisaría Montada de Fuerzas Especiales Prefec,20-05-2016 0:00,ESTÁBAMOS EN RUTA Y QUISIERON ROBAR EL CAMIÓN Y SE VOLCARON AL MOMENTO QUE EL LADRÓN MANEJABA VEHÍCULO EN UNA CURVA POR EL PESO QUE LLEVABA ENCIMA  PERSONA QUE HACE LA DENUNCIA INSEGURA DE LOS DATOS  INSISTE EN QUE QUIERE DEJAR REGISTRO DEL SINIESTRO  RUT DEL CONDUCTOR ES SOLO PARA SEGUIR CON DENUNCIA  NO SABE EL RUT CORRECTO  DAOS INFORMADOS PARA EL VEHÍCULO ASEGURADOOTROS DAOSCARROCERIA DESTROZADA SE ROMPIO EL FRIO  RUEDAS DELANTERAS DAADAS  RAYADURAS PATENTE INGRESADA ASEG,S,SI
85517.0,JFCP38  ,17-10-2016 0:00,LIBERTY,,1472826.0,25-10-2016 0:00,Otra,Otra,Otra,11:00:00 AM,SEBV BUSCA,S,N,N,CAMIONETA,KIA MOTORS,2017.0,Otro,7871349.0,N,Región Metropolitana de Santiago,Santiago,Otra,31a Comisaría San Ramón Prefectura Santiago Sur,17-10-2016 0:00,Conductor deja vehículo estacionado en la Calle colon numero 6414 la cisterna Santiago  cerca de las 23 horas conductor sintió ruidos  al momento de ir a buscar el vehículo se percata que este había sido robado Robo de vehículo Datos del conductor Rut 172804624 nombre Gabriel Antonio salinas Perez  Parte policial comisaria san ramón fecha 17102016 hora 0000 parte numero 2867,S,NO
70401.0,BRKL57  ,23-06-2015 0:00,LIBERTY,,1376396.0,24-06-2015 0:00,Otra,Otra,Otra,9:20:00 AM,SEBV BUSCA,S,N,N,STATION WAGON,SUZUKI,2009.0,Blanco,7491393.0,N,Región Metropolitana de Santiago,Las Condes,Otra,1a Comisaría Iquique Prefectura Iquique,23-06-2015 0:00,DEJE VH ESTACIONADO EN LUGAR MENCIONA Y DESDE AHÍ LO ROBARON,S,NO
62542.0,DDPL88  ,03-09-2014 0:00,LIBERTY,,1316384.0,04-09-2014 0:00,Otra,Otra,Otra,10:00:00 AM,SEBV BUSCA,S,N,N,AUTOMOVIL,CHEVROLET,2011.0,Plateado,8229772.0,N,Región de Coquimbo,La Serena,Otra,6a Comisaría Las Compaias Prefectura de Coquimbo,03-09-2014 0:00,IBA EN DICHO LUGAR EXISTÍA UN TERCERO CON LUCES DE INTERMITENTE ME HACE DETENER BAJO EL VIDRIO Y ME APUNTA CON UNA PISTOLA Y ME ROBA EL VH,S,NO
49447.0,CDPR63  ,06-03-2013 0:00,LIBERTY,,1207910.0,07-03-2013 0:00,Otra,Otra,Otra,6:45:00 AM,SEBV BUSCA,S,N,N,AUTOMOVIL,HYUNDAI,2010.0,Blanco,6854478.0,N,Región de Valparaíso,Valparaíso,Otra,45a. Comisaría Cerro Navia Prefectura Santiago Occ,06-03-2013 0:00,Nº O T  SALINO: 2A2593   DURANTE LA MADRUGADA DEL DÍA 06 DE MARZO DE 2013 EL VEHÍCULO HYUNDAY  ELANTRA PATENTE CDPR-63 FUE ROBADO DESDE LA VEREDA CORRESPONDIENTE A LA CASA HABITACIÓN DE DIRECCIÓN LYNCH NORTE 493 LA REINA  SANTIAGO  PARA LUEGO SER DETENIDO POR CARABINEROS DE LA 45 COMISARÍA DE CERRO NAVIA LUEGO QUE EL CITADO VEHÍCULO COLISIONARA EN FORMA FRONTAL CON LA ACERA Y SIMULTÁNEAMENTE CON  UN GRIFO DE INCENDIO  DEBIDO A LO ANTERIOR  ELL VEHÍCULO PRESENTA DAÑOSDAÑOS INFORMADOS PARA EL VEHÍ,S,SI
85762.0,HCRY11  ,30-11-2016 0:00,LIBERTY,,1474863.0,30-11-2016 0:00,Otra,Otra,Otra,11:30:00 AM,SEBV BUSCA,S,N,N,CAMIONES,JMC,2015.0,Blanco,7894059.0,N,Región Metropolitana de Santiago,Ñuñoa,Otra,18a Comisaría uoa Prefectura Santiago Oriente,30-11-2016 0:00,ASEGURADO DEJA CAMIÓN ESTACIONADO EL DÍA SÁBADO   FUERA DEL DOMICILIO EN CALLE BROWN NORTE CERCA DEL NUMERO 280  EL DÍA DE HOY AL LLEGAR AL DOMICILIO CERCA DE LAS 1030 SE PERCATA QUE EL CAMIÓN NO ESTABA EN EL LUGAR ÂCUENTA CON TODAS LAS LLAVES DEL VEHÍCULO  NO SI EL VEHÍCULO FUE ROBADO DESDE UN ESTACIONAMIENTO PAGADOÂCUENTA CON ALGÚN COMPROBANTE NOÂEL VEHÍCULO CUENTA CON ALGÚN MECANISMO DE SEGURIDAD NO,S,NO
81353.0,CHKS13  ,01-07-2016 0:00,LIBERTY,,1446862.0,01-07-2016 0:00,Otra,Otra,Otra,12:00:00 PM,SEBV BUSCA,S,N,N,AUTOMOVIL,KIA MOTORS,2010.0,Plateado,7816143.0,N,Región Metropolitana de Santiago,Santiago,Otra,19a Comisaría Providencia Prefectura Santiago Orie,01-07-2016 0:00,DEJE VEHÍCULO ESTACIONADO DETRÁS DE LA TORRE SANTA MARIA YA QUE TRABAJO AHÍ Y AL IR A RETIRARLO ME DI CUENTA QUE YA NO ESTABA  ASEGURADO INDICA QUE AL MOMENTO DE COMPRAR EL VEHÍCULO SOLO LE ENTREGARON UNA COPIA DE LLAVE LAS CUAL TIENE EN SU PODE AL INSTANTE SE LLAMÓ A CARABINEROS PARA REALIZAR DICHA DENUNCIA QUEDANDO PENDIENTE EL NÚMERO DE DENUNCIA  CUENTA CON TODAS LAS LLAVES DEL VEHÍCULO  SI SI EL VEHÍCULO FUE ROBADO DESDE UN ESTACIONAMIENTO PAGADOCUENTA CON ALGÚN COMPROBANTE,S,NO
43847.0,DBWC70  ,02-07-2012 0:00,LIBERTY,,1165999.0,03-07-2012 0:00,Otra,Otra,Otra,1:30:00 AM,SEBV BUSCA,S,N,N,CAMIONETA,NISSAN,2011.0,Plateado,24692559.0,N,Región de Antofagasta,Antofagasta,Otra,2a. Comisaría Antofagasta Prefectura Antofagasta,03-07-2012 0:00,DEJE EL VEHICULO ESTACIONADO Y UNOS VECINOS ME HABIAN QUE SE LA ESTABAN ROBANDO FUI Y LOS INDIVIDUOS LA DEJARON EN UNA PLAZA CERCA DE MI DOMICILIO CON UNA SERIE DE DAÑOS  DAÑOS INFORMADOS PARA EL VEHÍCULO ASEGURADOOTROS DAÑOSVEHICULO ENCONTRADO  DAÑOS POR EVALUAR,S,SI
63785.0,UN4286  ,25-10-2014 0:00,BCI,,5941679.0,25-10-2014 0:00,Domicilio,Otra,Otra,11:30:00 AM,SEBV BUSCA,S,N,N,AUTOMOVIL,MERCEDES BENZ,2001.0,Plateado,71204654.0,N,Otra,Otra,Otra,19A. COMISARYA PROVIDENCIA,25-10-2014 0:00,SINIESTRO DENUNCIADO VIA WEB POR UN USUARIO EXTERNO                             HECHOS ANTES: LA BRABANZON 2717  CASI ESQUINA DE HERNANDO DE AGUIRRE            HECHOS: VEHYCULO FUE ESTACIONADO APROXIMADAMENTE A LAS 11.30 HORAS DE HOY       25/10/2014  FRENTE A LA BRABANZON 2717  POR ROBERTO GALVARINO NARVAEZ PARRA     RUT 9.055.223-6  ABOGADO  AMIGO DEL ASEGURADO  QUIEN TENYA EN SU PODER EL AUTO  ASEGURADO  EN CALIDAD DE PRESTAMO. CUANDO EL SR. NARVAEZ REGRESO AL AUTO        FRENTE A SU DOMICILI,S,NO
